Sample	Gloss
signer11_sample944	beautiful 
signer11_sample945	become 
signer11_sample946	below 
signer11_sample949	bet 
signer11_sample950	biology 
signer11_sample952	break 
signer11_sample955	busy 
signer11_sample957	caption 
signer11_sample958	caption 
signer11_sample960	care 
signer11_sample962	carry 
signer11_sample964	celebrate 
signer11_sample965	certificate 
signer11_sample966	chain 
signer11_sample967	character 
signer11_sample968	chase 
signer11_sample970	clear 
signer11_sample971	command 
signer11_sample972	complain 
signer11_sample974	contribute 
signer11_sample976	cop 
signer11_sample977	cop 
signer11_sample978	cost 
signer11_sample980	cracker 
signer11_sample981	cracker 
signer11_sample982	curriculum 
signer11_sample984	dad 
signer11_sample985	deny 
signer11_sample986	diaper 
signer11_sample987	diarrhea 
signer11_sample988	divide 
signer11_sample989	eight 
signer11_sample991	energy 
signer11_sample992	enough 
signer11_sample993	exaggerate 
signer11_sample994	fancy 
signer11_sample995	favorite 
signer11_sample997	fox 
signer11_sample999	function 
signer11_sample1000	gather 
signer11_sample1001	gather 
signer11_sample1002	germany 
signer11_sample1003	gloves 
signer11_sample1005	gum 
signer11_sample1007	hawaii 
signer11_sample1008	hawaii 
signer11_sample1010	herself 
signer11_sample1011	highway 
signer11_sample1012	highway 
signer11_sample1014	highway 
signer11_sample1015	homework 
signer11_sample1017	honor 
signer11_sample1018	ice cream 
signer11_sample1020	india 
signer11_sample1021	information 
signer11_sample1022	interpret 
signer11_sample1023	israel 
signer11_sample1024	jesus 
signer11_sample1025	keep 
signer11_sample1026	land 
signer11_sample1027	lawyer 
signer11_sample1028	lead 
signer11_sample1030	lesbian 
signer11_sample1031	lock 
signer11_sample1033	lousy 
signer11_sample1034	lunch 
signer11_sample1035	mad 
signer11_sample1036	memorize 
signer11_sample1037	minus 
signer11_sample1038	monday 
signer11_sample1039	mountain 
signer11_sample1040	mushroom 
signer11_sample1041	neck 
signer11_sample1042	next 
signer11_sample1043	ocean 
signer11_sample1044	open 
signer11_sample1046	open 
signer11_sample1047	overwhelm 
signer11_sample1048	overwhelm 
signer11_sample1049	owe 
signer11_sample1051	parade 
signer11_sample1052	parents 
signer11_sample1053	perfect 
signer11_sample1054	perfect 
signer11_sample1056	period 
signer11_sample1057	philosophy 
signer11_sample1058	photographer 
signer11_sample1060	popular 
signer11_sample1062	pray 
signer11_sample1063	print 
signer11_sample1064	printer 
signer11_sample1066	procrastinate 
signer11_sample1067	procrastinate 
signer11_sample1069	protect 
signer11_sample1070	provide 
signer11_sample1071	punish 
signer11_sample1072	puzzled 
signer11_sample1073	puzzled 
signer11_sample1074	question 
signer11_sample1075	quick 
signer11_sample1077	rake 
signer11_sample1078	rehearse 
signer11_sample1079	rehearse 
signer11_sample1080	remove 
signer11_sample1081	rich 
signer11_sample1083	rooster 
signer11_sample1085	say 
signer11_sample1086	scientist 
signer11_sample1088	screwdriver 
signer11_sample1090	second 
signer11_sample1091	senate 
signer11_sample1092	shrimp 
signer11_sample1093	shrimp 
signer11_sample1095	side 
signer11_sample1096	situation 
signer11_sample1097	slave 
signer11_sample1098	soccer 
signer11_sample1099	socks 
signer11_sample1100	solid 
signer11_sample1101	spider 
signer11_sample1105	start 
signer11_sample1106	store 
signer11_sample1107	straw 
signer11_sample1109	structure 
signer11_sample1110	suggest 
signer11_sample1111	sun 
signer11_sample1113	sweater 
signer11_sample1114	swim 
signer11_sample1117	telephone 
signer11_sample1118	tennis 
signer11_sample1120	their 
signer11_sample1121	their 
signer11_sample1122	then 
signer11_sample1124	thermometer 
signer11_sample1126	third 
signer11_sample1127	third 
signer11_sample1129	third 
signer11_sample1130	thousand 
signer11_sample1131	thousand 
signer11_sample1132	three 
signer11_sample1133	three 
signer11_sample1134	tie 
signer11_sample1136	topic 
signer11_sample1137	tournament 
signer11_sample1139	two 
signer11_sample1140	two 
signer11_sample1141	type 
signer11_sample1142	umbrella 
signer11_sample1143	vegetable 
signer11_sample1144	vocabulary 
signer11_sample1146	we 
signer11_sample1147	wear 
signer11_sample1148	wear 
signer11_sample1149	weekly 
signer11_sample1151	winter 
signer11_sample1153	wolf 
signer11_sample1154	wolf 
signer11_sample1155	wristwatch 
signer11_sample1156	yourself 
signer11_sample1157	accomplish 
signer11_sample1160	adopt 
signer11_sample1162	anniversary 
signer11_sample1165	bee 
signer11_sample1166	birth 
signer11_sample1168	bless 
signer11_sample1169	blood 
signer11_sample1170	brave 
signer11_sample1171	bright 
signer11_sample1173	butterfly 
signer11_sample1174	card 
signer11_sample1175	card 
signer11_sample1176	card 
signer11_sample1177	cent 
signer11_sample1178	chemistry 
signer11_sample1180	china 
signer11_sample1181	chop 
signer11_sample1184	clever 
signer11_sample1187	cochlear implant 
signer11_sample1190	culture 
signer11_sample1192	defend 
signer11_sample1194	degree 
signer11_sample1195	demonstrate 
signer11_sample1196	department 
signer11_sample1198	dig 
signer11_sample1199	dinner 
signer11_sample1205	discover 
signer11_sample1206	don't want 
signer11_sample1208	educate 
signer11_sample1211	excuse 
signer11_sample1212	eyeglasses 
signer11_sample1213	faculty 
signer11_sample1214	fall in love 
signer11_sample1215	famous 
signer11_sample1216	farm 
signer11_sample1218	fix 
signer11_sample1220	flirt 
signer11_sample1221	four 
signer11_sample1223	furniture 
signer11_sample1226	ghost 
signer11_sample1227	glass 
signer11_sample1229	gray 
signer11_sample1231	guide 
signer11_sample1234	hearing aid 
signer11_sample1235	heaven 
signer11_sample1236	helmet 
signer11_sample1238	high school 
signer11_sample1239	hockey 
signer11_sample1241	honest 
signer11_sample1243	hunt 
signer11_sample1244	image 
signer11_sample1245	influence 
signer11_sample1246	iran 
signer11_sample1248	jewish 
signer11_sample1249	judge 
signer11_sample1251	key 
signer11_sample1253	leaf 
signer11_sample1258	magic 
signer11_sample1259	mainstream 
signer11_sample1261	manager 
signer11_sample1262	maximum 
signer11_sample1263	me 
signer11_sample1264	mexico 
signer11_sample1265	middle 
signer11_sample1267	misunderstand 
signer11_sample1269	multiply 
signer11_sample1270	myself 
signer11_sample1272	nothing 
signer11_sample1274	offer 
signer11_sample1277	only 
signer11_sample1278	opposite 
signer11_sample1279	out 
signer11_sample1280	overlook 
signer11_sample1281	path 
signer11_sample1283	physics 
signer11_sample1284	piano 
signer11_sample1286	pick 
signer11_sample1287	pie 
signer11_sample1290	positive 
signer11_sample1294	purpose 
signer11_sample1298	repeat 
signer11_sample1299	replace 
signer11_sample1300	report 
signer11_sample1301	represent 
signer11_sample1303	result 
signer11_sample1304	reveal 
signer11_sample1305	reveal 
signer11_sample1307	role 
signer11_sample1311	sensitive 
signer11_sample1313	shampoo 
signer11_sample1314	similar 
signer11_sample1315	sing 
signer11_sample1319	skeleton 
signer11_sample1321	sketch 
signer11_sample1322	skill 
signer11_sample1324	sleepy 
signer11_sample1326	slip 
signer11_sample1329	stamp 
signer11_sample1330	stamp 
signer11_sample1331	stamp 
signer11_sample1334	steel 
signer11_sample1335	strawberry 
signer11_sample1336	strawberry 
signer11_sample1337	subtract 
signer11_sample1339	surface 
signer11_sample1340	sweep 
signer11_sample1343	tale 
signer11_sample1348	thankful 
signer11_sample1350	thankful 
signer11_sample1353	tiptoe 
signer11_sample1355	tooth 
signer11_sample1356	toothbrush 
signer11_sample1357	total 
signer11_sample1358	tough 
signer11_sample1359	tough 
signer11_sample1360	tradition 
signer11_sample1361	trophy 
signer11_sample1362	true 
signer11_sample1364	trust 
signer11_sample1365	under 
signer11_sample1369	while 
signer11_sample1371	willing 
signer11_sample1374	worse 
signer11_sample1375	wrench 
signer11_sample1376	a 
signer11_sample1378	a lot 
signer11_sample1380	able 
signer11_sample1384	afraid 
signer11_sample1387	ahead 
signer11_sample1388	alcohol 
signer11_sample1390	all day 
signer11_sample1392	apostrophe 
signer11_sample1394	appreciate 
signer11_sample1396	archery 
signer11_sample1403	average 
signer11_sample1406	beginning 
signer11_sample1408	bible 
signer11_sample1411	bra 
signer11_sample1412	brief 
signer11_sample1414	bully 
signer11_sample1415	bully 
signer11_sample1418	calculate 
signer11_sample1423	cemetery 
signer11_sample1425	come 
signer11_sample1426	come here 
signer11_sample1428	concern 
signer11_sample1429	confront 
signer11_sample1431	conquer 
signer11_sample1432	conquer 
signer11_sample1433	constitution 
signer11_sample1434	contract 
signer11_sample1435	court 
signer11_sample1436	cross 
signer11_sample1439	decrease 
signer11_sample1440	deduct 
signer11_sample1441	defeat 
signer11_sample1442	deposit 
signer11_sample1443	depressed 
signer11_sample1444	detach 
signer11_sample1445	determine 
signer11_sample1448	dirt 
signer11_sample1452	document 
signer11_sample1453	dorm 
signer11_sample1454	dormitory 
signer11_sample1455	economy 
signer11_sample1456	education 
signer11_sample1457	effort 
signer11_sample1458	eighteen 
signer11_sample1459	envelope 
signer11_sample1460	erase 
signer11_sample1461	eternity 
signer11_sample1463	everyday 
signer11_sample1466	fake 
signer11_sample1467	farmer 
signer11_sample1469	federal 
signer11_sample1473	free 
signer11_sample1474	french fries 
signer11_sample1476	german 
signer11_sample1478	gold 
signer11_sample1479	grandma 
signer11_sample1480	grass 
signer11_sample1483	haircut 
signer11_sample1485	his 
signer11_sample1487	hurricane 
signer11_sample1488	innocent 
signer11_sample1492	international 
signer11_sample1494	interrupt 
signer11_sample1498	karate 
signer11_sample1500	knock 
signer11_sample1501	laptop 
signer11_sample1502	lightning 
signer11_sample1506	message 
signer11_sample1507	metal 
signer11_sample1508	microphone 
signer11_sample1510	monthly 
signer11_sample1511	nation 
signer11_sample1512	nickel 
signer11_sample1513	nineteen 
signer11_sample1517	organize 
signer11_sample1518	over 
signer11_sample1519	over 
signer11_sample1520	p 
signer11_sample1525	perfume 
signer11_sample1526	personality 
signer11_sample1527	pet 
signer11_sample1529	politics 
signer11_sample1530	pound 
signer11_sample1532	praise 
signer11_sample1535	preacher 
signer11_sample1536	prefer 
signer11_sample1538	principal 
signer11_sample1539	professional 
signer11_sample1540	professor 
signer11_sample1546	referee 
signer11_sample1550	remote control 
signer11_sample1554	ridiculous 
signer11_sample1557	rubber 
signer11_sample1558	safe 
signer11_sample1559	sauce 
signer11_sample1560	sausage 
signer11_sample1561	scold 
signer11_sample1563	senior 
signer11_sample1564	september 
signer11_sample1565	several 
signer11_sample1573	skin 
signer11_sample1574	skunk 
signer11_sample1575	slice 
signer11_sample1578	society 
signer11_sample1579	someone 
signer11_sample1580	song 
signer11_sample1582	sore throat 
signer11_sample1583	south america 
signer11_sample1584	spanish 
signer11_sample1585	speak 
signer11_sample1586	speak 
signer11_sample1589	spoon 
signer11_sample1590	spoon 
signer11_sample1592	statistics 
signer11_sample1595	stretch 
signer11_sample1598	swimsuit 
signer11_sample1599	swimsuit 
signer11_sample1601	swimsuit 
signer11_sample1602	take turns 
signer11_sample1603	take turns 
signer11_sample1604	take up 
signer11_sample1605	technology 
signer11_sample1607	thailand 
signer11_sample1612	thick 
signer11_sample1613	this 
signer11_sample1619	tornado 
signer11_sample1620	tower 
signer11_sample1622	tranquil 
signer11_sample1623	transform 
signer11_sample1624	tutor 
signer11_sample1625	twin 
signer11_sample1626	united states 
signer11_sample1627	value 
signer11_sample1630	waiter 
signer11_sample1632	wallet 
signer11_sample1634	weight 
signer11_sample1635	whatever 
signer11_sample1639	act 
signer11_sample1640	adapt 
signer11_sample1641	adjective 
signer11_sample1642	adjust 
signer11_sample1643	admire 
signer11_sample1644	admit 
signer11_sample1645	adverb 
signer11_sample1646	agreement 
signer11_sample1647	aid 
signer11_sample1648	alligator 
signer11_sample1649	amputate 
signer11_sample1650	anatomy 
signer11_sample1651	anyway 
signer11_sample1652	approach 
signer11_sample1653	arizona 
signer11_sample1654	assist 
signer11_sample1655	assume 
signer11_sample1656	attorney 
signer11_sample1657	audiologist 
signer11_sample1658	audiology 
signer11_sample1659	author 
signer11_sample1660	available 
signer11_sample1661	award 
signer11_sample1662	aware 
signer11_sample1663	baptize 
signer11_sample1664	basic 
signer11_sample1665	battery 
signer11_sample1666	berry 
signer11_sample1667	beside 
signer11_sample1668	beside 
signer11_sample1669	between 
signer11_sample1670	binoculars 
signer11_sample1671	blow 
signer11_sample1672	boast 
signer11_sample1673	bookshelf 
signer11_sample1674	bookstore 
signer11_sample1675	boxing 
signer11_sample1676	braid 
signer11_sample1677	brain 
signer11_sample1678	breakfast 
signer11_sample1679	bribe 
signer11_sample1680	brochure 
signer11_sample1681	buffalo 
signer11_sample1682	burp 
signer11_sample1683	candidate 
signer11_sample1684	cannot 
signer11_sample1685	captain 
signer11_sample1686	carnival 
signer11_sample1687	chemical 
signer11_sample1688	choke 
signer11_sample1689	choke 
signer11_sample1690	christ 
signer11_sample1691	clueless 
signer11_sample1692	clueless 
signer11_sample1693	collect 
signer11_sample1694	comma 
signer11_sample1695	committee 
signer11_sample1696	compete 
signer11_sample1697	congratulations 
signer11_sample1698	congratulations 
signer11_sample1699	consider 
signer11_sample1700	consider 
signer11_sample1701	construct 
signer11_sample1702	construct 
signer11_sample1703	consume 
signer11_sample1704	contest 
signer11_sample1705	convert 
signer11_sample1706	counsel 
signer11_sample1707	counselor 
signer11_sample1708	crave 
signer11_sample1709	crocodile 
signer11_sample1710	crown 
signer11_sample1711	curtain 
signer11_sample1712	customer 
signer11_sample1713	d 
signer11_sample1714	danger 
signer11_sample1715	dangerous 
signer11_sample1716	death 
signer11_sample1717	debt 
signer11_sample1718	deliver 
signer11_sample1719	deliver 
signer11_sample1720	design 
signer11_sample1721	detective 
signer11_sample1722	dice 
signer11_sample1723	difficult 
signer11_sample1724	dining room 
signer11_sample1725	discipline 
